conc.,E,sc,topline,bottline,x8,x7,x6,x5,x4,x3,x2,x1,x0
1,0.1,10,0,1,5425028.09,-2329997.573,420483.9113,-41262.77796,2393.955657,-82.8844397,1.685451689,-0.016123614,-0.000397246
1,-0.1,10,0,1,-142002.5773,21038.83478,19607.30063,3644.186761,337.1938551,19.58753504,0.896139449,0.037290616,0.000485608
1,0.1,25,0,1,7477179.418,-3283545.161,608235.0757,-61772.09349,3743.331479,-136.9539812,2.975913423,-0.025154715,-0.000706633
1,-0.1,25,0,1,3551330.855,1265361.971,186471.7167,14808.71835,700.667517,21.86567377,0.659493814,0.038200238,0.000850306
1,0.1,50,0,1,4632457.856,-1932515.829,337493.4605,-32128.47428,1823.327664,-62.97715182,1.358155253,-0.001889555,-0.000939828
1,-0.1,50,0,1,3890940.417,1444438.081,221956.584,18250.13031,869.4039333,24.95514803,0.565279637,0.035596797,0.00093829
1,0.1,75,0,1,4228375.43,-1740444.849,298573.2222,-27755.59287,1525.256752,-50.43770236,1.031971168,0.005768207,-0.00096982
1,-0.1,75,0,1,5213766.236,1950951.599,301200.844,24728.72749,1161.713957,31.78069441,0.598102842,0.034277741,0.000874207
1,0.1,100,0,1,4263269.37,-1747481.621,298221.2349,-27556.69016,1504.505022,-49.47878473,1.004184132,0.008013642,-0.000926301
1,-0.1,100,0,1,8116512.813,3022708.769,462456.6861,37403.0826,1715.26926,44.86099481,0.728686518,0.034115996,0.000794962
1,0.2,10,0,1,18493.77293,-13741.6546,4279.6175,-713.2042019,68.95927095,-3.890946497,0.123720519,-0.001504337,-0.000494576
1,-0.2,10,0,1,25933.0177,20618.04706,6891.758562,1278.403795,148.9131933,12.09912765,0.761612241,0.037567172,0.00054153
1,0.2,25,0,1,78134.60077,-64660.00513,22164.11721,-4061.236849,429.6787093,-26.26204865,0.900764706,-0.012043427,-0.001112505
1,-0.2,25,0,1,44585.34881,33740.59215,10475.54382,1730.13092,167.0620299,10.38933741,0.570303171,0.043076544,0.001289428
1,0.2,50,0,1,-126760.1567,110980.3762,-40342.27567,7872.065112,-888.177167,58.16662541,-2.057674619,0.042689302,-0.001932442
1,-0.2,50,0,1,96806.22479,73078.92245,22526.77615,3651.535652,334.9929907,17.80129471,0.646891248,0.043126746,0.001793874
1,0.2,75,0,1,50084.95584,-42910.6744,15345.10702,-2963.824589,334.33417,-22.05167186,0.836438636,-0.003530897,-0.001879954
1,-0.2,75,0,1,57553.12601,42794.00164,12951.20476,2054.163091,184.0914199,9.665517999,0.386831308,0.038911646,0.001930463
1,0.2,100,0,1,50.72352587,2251.408621,-1734.789013,541.1548696,-87.49859922,7.863944137,-0.348148293,0.021294604,-0.002112031
1,-0.2,100,0,1,47438.82289,35640.5787,10938.5776,1767.619713,162.0751739,8.663576563,0.33832371,0.037009133,0.001924386
1,0.3,10,0,1,804.3773159,-807.4561845,344.1329379,-79.71227536,10.83826546,-0.866529918,0.037100053,-0.00030805,-0.000510018
1,-0.3,10,0,1,840.2808522,1145.219123,672.2636385,223.9547165,47.02514966,6.529184921,0.604801653,0.036086817,0.00055637
1,0.3,25,0,1,306.7021615,-308.106404,133.2189801,-30.99340135,4.327458043,-0.31852095,0.014939114,0.000844101,-0.00130353
1,-0.3,25,0,1,-7.364807791,37.91787073,56.55556898,33.0788876,10.90123203,2.35277553,0.366727893,0.04320154,0.001502189
1,0.3,50,0,1,5146.521592,-6314.822926,3197.846981,-861.4807401,132.9415445,-11.69616217,0.569442367,-0.008079996,-0.002108072
1,-0.3,50,0,1,3827.837156,4491.590635,2162.947473,552.0117473,80.90658893,7.122485151,0.463513109,0.045958668,0.002398586
1,0.3,75,0,1,715.9882818,-825.1009063,393.333504,-99.56264661,14.4917354,-1.167702458,0.069642868,0.006116811,-0.002629368
1,-0.3,75,0,1,2766.081142,3246.056616,1563.066667,398.7738746,58.38054595,5.126520886,0.341700495,0.04284606,0.002775553
1,0.3,100,0,1,-1825.694663,2417.426566,-1319.806851,383.9534169,-63.87588789,6.097436958,-0.290242594,0.016692042,-0.002942523
1,-0.3,100,0,1,2748.804307,3225.470381,1552.262384,395.2946563,57.5486765,4.95660379,0.311611139,0.041253714,0.002935548
1,0.4,10,0,1,155.2780104,-206.1093142,114.1697799,-34.01858789,5.885680767,-0.591189475,0.030793009,-0.000277604,-0.000518218
1,-0.4,10,0,1,174.118373,318.5524462,248.8396222,108.6269158,29.13574476,4.969729207,0.53635819,0.035146942,0.000566469
1,0.4,25,0,1,41.943087,-46.43359606,20.24566016,-3.932070095,0.291356535,0.025447382,-0.005227378,0.00091004,-0.001354874
1,-0.4,25,0,1,55.12962442,103.4078454,83.53557269,38.44904407,11.37509903,2.359711022,0.368333246,0.044241273,0.00161721
1,0.4,50,0,1,-73.87979216,132.7581611,-94.9938091,35.5070088,-7.414451986,0.899083334,-0.04967004,0.003884816,-0.002466688
1,-0.4,50,0,1,-30.12241199,-40.58640056,-18.72271736,-1.670522259,1.647864003,0.799733725,0.210542209,0.044191221,0.002852892
1,0.4,75,0,1,504.5694453,-819.7538936,549.1651185,-195.2858831,39.63657172,-4.548902804,0.290692074,-0.002745501,-0.003075631
1,-0.4,75,0,1,630.995148,988.8626078,634.8488488,215.3573836,41.68600943,4.753115418,0.376516364,0.046528709,0.003460579
1,0.4,100,0,1,136.9301293,-218.3264948,144.4740981,-50.9656193,10.33329316,-1.175343188,0.086324266,0.005185667,-0.003530225
1,-0.4,100,0,1,591.6812503,926.7227376,594.3512856,201.2177025,38.76855674,4.361103204,0.333795023,0.044564585,0.003775704
1,0.5,10,0,1,48.240082,-84.30724796,61.37806718,-23.99650643,5.414220275,-0.699965139,0.04663031,-0.000883438,-0.00052654
1,-0.5,10,0,1,45.25455799,102.7734584,99.23050198,53.2056129,17.35876606,3.54656632,0.447603627,0.033161415,0.00057761
1,0.5,25,0,1,23.44064612,-40.2912387,28.96655484,-11.02831175,2.396858375,-0.288453541,0.016638201,0.000170629,-0.001384929
1,-0.5,25,0,1,15.51608263,36.1748168,36.23930484,20.62726119,7.494450495,1.870600216,0.336075781,0.043843181,0.001691421
1,0.5,50,0,1,11.22503402,-18.78769204,13.07543868,-4.74339761,0.984228713,-0.09626379,0.007751614,0.001381675,-0.002623279
1,-0.5,50,0,1,-13.38071444,-24.24584208,-16.79663013,-4.986960945,-0.049520616,0.454198237,0.18000771,0.044539729,0.003203355
1,0.5,75,0,1,-20.16873619,42.38802523,-35.90151378,15.97594936,-4.000733818,0.585484303,-0.036905257,0.004858686,-0.003496996
1,-0.5,75,0,1,-8.211911926,-14.34758203,-9.373418795,-2.3994345,0.218643973,0.346360799,0.137551648,0.043012582,0.004042604
1,0.5,100,0,1,20.5822688,-39.46636907,31.36599188,-13.21761351,3.186130329,-0.41825358,0.039609006,0.004542987,-0.004051104
1,-0.5,100,0,1,20.21974119,41.29232617,34.95996297,16.00081293,4.402706046,0.823426633,0.148520998,0.042271043,0.004511461
1,0.6,10,0,1,14.4846462,-30.60206439,26.90356381,-12.71069758,3.474151421,-0.546824768,0.044935265,-0.001174016,-0.000535843
1,-0.6,10,0,1,14.8086602,39.90978695,45.62146032,28.8562591,11.04087337,2.619886388,0.378124089,0.031331604,0.00059127
1,0.6,25,0,1,6.029467573,-12.3142067,10.64291251,-4.936978547,1.32500201,-0.201601098,0.014918716,0.0000921,-0.001419856
1,-0.6,25,0,1,5.656064419,15.41353303,18.10841231,12.1270508,5.181468814,1.503376525,0.304791641,0.043043882,0.001748149
1,0.6,50,0,1,3.357904905,-6.890113313,5.966700588,-2.750443654,0.744767404,-0.106306525,0.009429126,0.000791182,-0.002730948
1,-0.6,50,0,1,4.477562438,11.33033133,12.16262848,7.341050654,2.847305915,0.811754584,0.199515481,0.04562385,0.003485411
1,0.6,75,0,1,1.592088219,-3.080240484,2.544955497,-1.124566055,0.302983761,-0.035252849,0.007276415,0.002368299,-0.003741318
1,-0.6,75,0,1,-1.792195678,-4.062827659,-3.473195654,-1.196072949,0.091390029,0.249137672,0.122501582,0.043292219,0.004540746
1,0.6,100,0,1,-20.39004045,48.81927656,-47.62215194,24.45532868,-7.092263427,1.172427372,-0.094013863,0.00798142,-0.004488323
1,-0.6,100,0,1,3.178602361,7.830470064,8.08883694,4.625605866,1.667313902,0.444773208,0.119519821,0.042369199,0.005170376
1,0.7,10,0,1,4.997655951,-12.48213135,13.00375353,-7.305034496,2.384635104,-0.451439371,0.045486113,-0.001657698,-0.000544481
1,-0.7,10,0,1,4.928441119,15.67128358,21.08358039,15.63724567,6.977139421,1.914807614,0.315713864,0.02938227,0.000608657
1,0.7,25,0,1,2.390913639,-5.851515024,6.06251137,-3.3776974,1.085866315,-0.198254301,0.018001588,-0.000170942,-0.001459918
1,-0.7,25,0,1,1.642231343,5.560345193,8.089518515,6.661593293,3.451150808,1.183439386,0.272709879,0.041901531,0.001796354
1,0.7,50,0,1,2.057657264,-5.21564932,5.540140204,-3.141402689,1.03462628,-0.189505322,0.018815155,0.000131808,-0.002820656
1,-0.7,50,0,1,2.404075913,7.356033089,9.45884588,6.696397087,2.917113949,0.865723987,0.206069837,0.046226096,0.003710455
1,0.7,75,0,1,1.251619667,-3.207469601,3.47872842,-2.029948393,0.695230118,-0.127827735,0.015800967,0.001352416,-0.003930443
1,-0.7,75,0,1,0.731532867,2.402875148,3.31735778,2.539705193,1.223203604,0.425645997,0.132859885,0.043816853,0.004958533
1,0.7,100,0,1,0.469238364,-1.119937753,1.181647173,-0.694295991,0.252351463,-0.044408368,0.00989485,0.003139895,-0.004763888
1,-0.7,100,0,1,-1.060686972,-3.015688567,-3.406539572,-1.884884537,-0.450785161,0.048034368,0.078883653,0.041166771,0.005735003
1,0.8,10,0,1,1.635215035,-4.63379754,5.484622486,-3.503398688,1.301273776,-0.280718286,0.032279399,-0.001315051,-0.000567113
1,-0.8,10,0,1,2.013485733,7.275285047,11.10759705,9.334087528,4.707840374,1.455031764,0.26855817,0.027757951,0.00063361
1,0.8,25,0,1,0.888178872,-2.485814118,2.941065417,-1.865569175,0.679029351,-0.139098702,0.014037843,-0.000202897,-0.00152377
1,-0.8,25,0,1,0.790115026,2.984477592,4.847098409,4.456310056,2.572497897,0.976508236,0.245925853,0.04062272,0.001850477
1,0.8,50,0,1,0.544266489,-1.486317709,1.694853208,-1.01956823,0.355389947,-0.066665283,0.006637702,0.000488895,-0.002941339
1,-0.8,50,0,1,0.361591856,1.351621573,2.158512547,1.952390578,1.139049997,0.478491988,0.159611639,0.04408459,0.003910526
1,0.8,75,0,1,0.84505078,-2.445634032,2.932940637,-1.866025545,0.685663573,-0.137329627,0.016638784,0.000929177,-0.004103653
1,-0.8,75,0,1,0.148766211,0.60413516,1.03797277,1.000451797,0.618923132,0.282673887,0.112534162,0.042881059,0.005345356
1,0.8,100,0,1,0.159406118,-0.41478916,0.47127509,-0.292535199,0.112771101,-0.018119195,0.005460804,0.002752012,-0.005019593
1,-0.8,100,0,1,-0.431997702,-1.387938549,-1.768564378,-1.101362178,-0.293739849,0.040112114,0.069641026,0.040323252,0.00622904
1,0.9,10,0,1,0.578373648,-1.807545098,2.355802963,-1.65432948,0.675687274,-0.160446065,0.020061585,-0.000823264,-0.000593155
1,-0.9,10,0,1,0.869401016,3.525936549,6.036450532,5.684546031,3.210902696,1.109950419,0.228589256,0.026277587,0.00066843
1,0.9,25,0,1,0.315607027,-0.98686814,1.300836238,-0.90712485,0.354063386,-0.07517178,0.008334329,-0.000374799,-0.001640359
1,-0.9,25,0,1,0.34648054,1.474134398,2.693747782,2.786260243,1.809292702,0.770111039,0.21547813,0.038962806,0.00191463
1,0.9,50,0,1,0.156941287,-0.400805865,0.37047534,-0.110747652,-0.02638016,0.026096015,-0.004166809,0.000766741,-0.003186366
1,-0.9,50,0,1,0.143827266,0.590663597,1.041439579,1.054272132,0.706264298,0.349734186,0.136737136,0.042359632,0.00406547
1,0.9,75,0,1,0.366339234,-1.17176137,1.540965141,-1.066908837,0.425661325,-0.093736338,0.013562275,0.000769903,-0.004405914
1,-0.9,75,0,1,0.138665608,0.509425822,0.800578599,0.720849533,0.435749432,0.210829586,0.095600906,0.041161731,0.00563153
1,0.9,100,0,1,0.051855281,-0.116870582,0.094025673,-0.020020725,-0.007746524,0.011013557,0.000796277,0.002870551,-0.005376896
1,-0.9,100,0,1,-0.234376192,-0.769540809,-1.000966472,-0.635413356,-0.166671146,0.039317106,0.060393482,0.038666889,0.006609144
1,1,10,0,1,0.257957889,-0.925505732,1.400365763,-1.150458743,0.548877679,-0.148972297,0.020547834,-0.001133302,-0.000632779
1,-1,10,0,1,0.423239325,1.888106032,3.555254645,3.684259107,2.291761341,0.872804535,0.198048232,0.025099566,0.000719546
1,1,25,0,1,0.076983806,-0.253663688,0.354896965,-0.254894163,0.095665602,-0.017252849,0.002568074,-0.00048747,-0.001775412
1,-1,25,0,1,0.185689757,0.855728677,1.692048071,1.895268548,1.335740869,0.618565909,0.188615461,0.037192708,0.002006538
1,1,50,0,1,0.163909574,-0.583893472,0.849673962,-0.639494348,0.272143147,-0.06656537,0.011492286,-0.000360602,-0.003449859
1,-1,50,0,1,0.335765992,1.34734163,2.24029608,2.025561424,1.124157842,0.43430189,0.139466944,0.041403844,0.004220862
1,1,75,0,1,0.173569423,-0.625733644,0.929229568,-0.729796296,0.334194104,-0.088333964,0.015823031,0.000463791,-0.004727562
1,-1,75,0,1,0.076292276,0.318274648,0.562133226,0.558502315,0.362481326,0.183336525,0.087040889,0.039957148,0.005891931
1,1,100,0,1,0.11722548,-0.446451486,0.719127228,-0.630432124,0.329855151,-0.098976454,0.019656691,0.001424165,-0.005725139
1,-1,100,0,1,-0.037170831,-0.112506326,-0.110253994,-0.005632592,0.076957415,0.085121777,0.061204161,0.037976422,0.006971572
1,1.1,10,0,1,0.061396211,-0.205218672,0.288417742,-0.225934914,0.110212117,-0.032719519,0.004512139,-0.0000376,-0.000684523
1,-1.1,10,0,1,0.202571327,1.004729529,2.102487956,2.420020148,1.669252452,0.702528629,0.175303886,0.024296398,0.000766975
1,1.1,25,0,1,-0.055734209,0.26428107,-0.49242419,0.484164525,-0.273904096,0.088817098,-0.013314089,0.000322293,-0.001934252
1,-1.1,25,0,1,0.1012997,0.525705924,1.167043162,1.460510289,1.138891938,0.573935588,0.186275789,0.03810252,0.002100821
1,1.1,50,0,1,0.043334245,-0.15781689,0.229183017,-0.158517562,0.054549808,-0.01015243,0.004491439,-0.000113079,-0.003832354
1,-1.1,50,0,1,0.050263041,0.252003342,0.539046186,0.657482597,0.523156604,0.298197034,0.128795528,0.042737556,0.004395476
1,1.1,75,0,1,0.073494004,-0.279147682,0.430343302,-0.341964657,0.156083126,-0.042110933,0.009780772,0.000789504,-0.005216667
1,-1.1,75,0,1,0.041165366,0.225504296,0.509755575,0.625974631,0.471098383,0.244651896,0.104909894,0.043388215,0.006253715
1,1.1,100,0,1,-0.00054683,0.050035278,-0.170089173,0.234970576,-0.157342372,0.054536236,-0.005206228,0.002897302,-0.006304055
1,-1.1,100,0,1,0.101691875,0.454007649,0.839653789,0.84111912,0.51199822,0.217492632,0.086576918,0.042285355,0.007562682
1,1.2,10,0,1,-0.039994904,0.239718819,-0.540563901,0.607694495,-0.368053153,0.120946211,-0.021483373,0.002144375,-0.000739771
1,-1.2,10,0,1,0.101468177,0.551233502,1.266137685,1.60374185,1.219427362,0.565923966,0.155556815,0.023669227,0.000841768
1,1.2,25,0,1,-0.075650925,0.354426656,-0.665695657,0.658950003,-0.376439257,0.127347525,-0.022816082,0.001331524,-0.001960201
1,-1.2,25,0,1,0.04287315,0.25814791,0.662243227,0.952842922,0.846727636,0.480492503,0.173279178,0.0387454,0.002361245
1,1.2,50,0,1,0.023240635,-0.110871806,0.219157689,-0.222285869,0.127257061,-0.043960498,0.012317956,-0.000801678,-0.004200992
1,-1.2,50,0,1,0.016883715,0.102646085,0.265486837,0.392060929,0.375125108,0.250174103,0.120864332,0.042985316,0.004678089
1,1.2,75,0,1,0.071810235,-0.326960694,0.613076856,-0.608287733,0.350750576,-0.120018504,0.026195169,-0.000341576,-0.005754303
1,-1.2,75,0,1,0.05096463,0.255927245,0.537219867,0.62172483,0.450451114,0.232548202,0.102528441,0.043888992,0.006567932
1,1.2,100,0,1,0.022634271,-0.077445911,0.093407207,-0.037188312,-0.005231485,0.006677252,0.002439319,0.00276557,-0.006902845
1,-1.2,100,0,1,0.039569484,0.195803057,0.403762738,0.457113115,0.323532909,0.166845556,0.080408096,0.042931365,0.007998962
1,1.3,10,0,1,-0.067149167,0.374939458,-0.834868038,0.958748251,-0.608532576,0.213212787,-0.03975738,0.003857775,-0.000846059
1,-1.3,10,0,1,0.059564659,0.349809676,0.867207865,1.184243293,0.969820568,0.484432008,0.143334739,0.023462172,0.000933472
1,1.3,25,0,1,-0.063881605,0.298988453,-0.557959544,0.544239435,-0.309099288,0.110966703,-0.024390295,0.002268037,-0.001916881
1,-1.3,25,0,1,0.024364525,0.154452736,0.418354423,0.639157665,0.608678531,0.375658925,0.150238621,0.037854183,0.002691349
1,1.3,50,0,1,0.043107866,-0.242866161,0.555597449,-0.658420841,0.436389835,-0.163333675,0.035673257,-0.002504557,-0.004406193
1,-1.3,50,0,1,0.012731836,0.076497817,0.196046996,0.28757647,0.276528585,0.191790283,0.101634331,0.041092281,0.00512322
1,1.3,75,0,1,0.061715827,-0.307074702,0.621401761,-0.657036462,0.39622874,-0.139396364,0.029925272,0.000144199,-0.006317913
1,-1.3,75,0,1,0.027495665,0.148232503,0.332502796,0.408562761,0.312122434,0.170929037,0.083521562,0.041124737,0.006911844
1,1.3,100,0,1,0.034119811,-0.157889423,0.294297097,-0.283992679,0.158640548,-0.053550563,0.012988462,0.002971527,-0.007519607
1,-1.3,100,0,1,0.023250572,0.123558323,0.272293673,0.326830486,0.242066469,0.129263171,0.066535757,0.039891958,0.008225106
1,1.4,10,0,1,-0.09064779,0.510238421,-1.164371472,1.390103696,-0.931221076,0.349128256,-0.069299113,0.006686188,-0.0010067
1,-1.4,10,0,1,0.030540872,0.198719758,0.542016948,0.810365733,0.724401287,0.394834763,0.127849804,0.023000853,0.00107082
1,1.4,25,0,1,-0.022670071,0.099839377,-0.166209732,0.136548922,-0.067031199,0.028904241,-0.009439629,0.001348291,-0.002025422
1,-1.4,25,0,1,0.005172199,0.04221551,0.138714566,0.248774225,0.273433638,0.195149892,0.092875271,0.029698277,0.002934188
1,1.4,50,0,1,0.011642215,-0.073335906,0.180893164,-0.221383255,0.145216272,-0.052313017,0.013039282,-0.000419904,-0.004184004
1,-1.4,50,0,1,0.011141388,0.070384587,0.185906673,0.271983512,0.248793091,0.156523732,0.076137017,0.032952431,0.005255621
1,1.4,75,0,1,0.022928928,-0.126607207,0.283195559,-0.329165931,0.217559388,-0.083976072,0.020368692,0.000867302,-0.005873175
1,-1.4,75,0,1,-0.002354102,-0.003283647,0.020198508,0.071305737,0.104456358,0.091793744,0.058528001,0.033319021,0.006674203
1,1.4,100,0,1,0.007851244,-0.036426046,0.064179722,-0.051956165,0.021903561,-0.006805995,0.004160165,0.003846252,-0.007226659
1,-1.4,100,0,1,0.013260262,0.078552361,0.193236695,0.259306263,0.213554084,0.121404988,0.0591231,0.033662064,0.007604027
1,1.5,10,0,1,-0.03974503,0.230966728,-0.542840709,0.667982346,-0.463588886,0.182430253,-0.038961505,0.00451705,-0.001086713
1,-1.5,10,0,1,0.012634237,0.087279129,0.252089855,0.400418533,0.384057548,0.22903643,0.084106268,0.018334192,0.001191452
1,1.5,25,0,1,-0.013992971,0.067688475,-0.128399914,0.128348179,-0.079894752,0.035435424,-0.009108588,0.001500747,-0.002210433
1,-1.5,25,0,1,-0.003797996,-0.011122265,0.007729921,0.074628618,0.135000842,0.126010315,0.070848297,0.025730088,0.002991373
1,1.5,50,0,1,-0.001612936,0.000747653,0.014604959,-0.028688761,0.020572177,-0.007382162,0.004088598,0.001083668,-0.00420587
1,-1.5,50,0,1,0.001979967,0.020818144,0.076611449,0.145125468,0.165476346,0.12522573,0.068460827,0.030579838,0.005126014
1,1.5,75,0,1,0.014902475,-0.096315431,0.248364285,-0.3261526,0.234955235,-0.093297387,0.021074532,0.001201636,-0.005577613
1,-1.5,75,0,1,-0.003782757,-0.012649452,-0.003138894,0.043503133,0.089654349,0.091329512,0.060664019,0.032746872,0.00649875
1,1.5,100,0,1,0.007029008,-0.046819913,0.122907325,-0.162917794,0.120462046,-0.051681846,0.014174739,0.002742385,-0.006710137
1,-1.5,100,0,1,0.004647024,0.033753256,0.098634203,0.154926002,0.149712994,0.101106275,0.056581616,0.0328472,0.007429536
